ID	COMPOUND_ID	SPECIES_TEXT	SPECIES_ACCESSION	COMPONENT_TEXT	COMPONENT_ACCESSION	STRAIN_TEXT	STRAIN_ACCESSION	SOURCE_TYPE	SOURCE_ACCESSION	COMMENTS
258	65510	Hypericum chinense var. salicifolium	IPNI:433826-1	leaf	BTO:0000713	null	null	PubMed Id	15987189	null
259	65511	Calophyllum blancoi	NCBI:txid667324	root	BTO:0001188	null	null	PubMed Id	15684529	null
260	49164	Brucea javanica	NCBI:txid210348	seed	BTO:0001226	null	null	DOI	10.1016/0031-9422(96)00258-0	null
261	49164	Perrottetia multiflora	IPNI:282530-2	aerial part	BTO:0001658	null	null	DOI	10.1021/np50105a013	null
262	49164	Typha latifolia	NCBI:txid4733	null	null	null	null	DOI	10.1021/np50070a031	null
263	49164	Solanum lyratum	NCBI:txid230192	whole plant	BTO:0001461	null	null	PubMed Id	19336938	null
264	65512	Nonomuraea	NCBI:txid83681	null	null	null	null	PubMed Id	19358565	null
265	65513	Nocardia brasiliensis	NCBI:txid37326	null	null	IFM0406	null	PubMed Id	10092191	null
266	65514	Nocardia brasiliensis	NCBI:txid37326	null	null	IFM 0466	null	PubMed Id	9510911	null
267	65515	Nocardia brasiliensis	NCBI:txid37326	null	null	IFM 0466	null	PubMed Id	10724012	null
268	65516	Nocardia brasiliensis	NCBI:txid37326	null	null	null	null	PubMed Id	9066761	null
269	65517	Nocardia brasiliensis	NCBI:txid37326	null	null	null	null	PubMed Id	9066761	null
270	65518	Nocardia brasiliensis	NCBI:txid37326	null	null	null	null	PubMed Id	9066761	null
271	65519	Calophyllum brasiliense	IPNI:427115-1	stem	BTO:0001300	null	null	PubMed Id	11908963	Previous component: stem bark;
272	65520	Calophyllum brasiliense	IPNI:427115-1	stem	BTO:0001300	null	null	PubMed Id	11908963	Previous component: stem bark;
273	65521	Calophyllum brasiliense	IPNI:427115-1	stem	BTO:0001300	null	null	PubMed Id	11908963	Previous component: stem bark;
274	65522	Hyptis brevipes	NCBI:txid204123	whole plant	BTO:0001461	null	null	PubMed Id	19422206	null
275	65523	Hyptis brevipes	NCBI:txid204123	whole plant	BTO:0001461	null	null	PubMed Id	19422206	null
276	65524	Pterocella vesiculosa	WORMS:467054	null	null	null	null	PubMed Id	19220033	null
277	65525	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	16268553	null
278	65526	Brucea antidysenterica	NCBI:txid459111	xylem	BTO:0001468	null	null	PubMed Id	8133299	Previous component: ground wood;
279	65527	Brucea antidysenterica	NCBI:txid459111	xylem	BTO:0001468	null	null	PubMed Id	8133299	Previous component: ground wood;
280	65528	Brucea antidysenterica	NCBI:txid459111	xylem	BTO:0001468	null	null	PubMed Id	8133299	Previous component: ground wood;
281	65529	Brucea javanica	NCBI:txid210348	fruit	BTO:0000486	null	null	DOI	10.1016/S1383-5769(99)00023-9	null
282	65529	Brucea sumatrana	IPNI:813620-1	null	null	null	null	Article	DUOC HOC, 1979,4,15	null
283	65530	Brucea javanica	NCBI:txid210348	fruit	BTO:0000486	null	null	DOI	10.1016/S1383-5769(99)00023-9	null
284	65530	Brucea sumatrana	IPNI:813620-1	null	null	null	null	Article	DUOC HOC, 1979,4,15	null
285	65531	Brucea javanica	NCBI:txid210348	fruit	BTO:0000486	null	null	DOI	10.1016/S1383-5769(99)00023-9	null
286	65531	Brucea sumatrana	IPNI:813620-1	null	null	null	null	Article	DUOC HOC, 1979,4,15	null
287	65532	Brucea sumatrana	IPNI:813620-1	null	null	null	null	Article	DUOC HOC, 1979,4,15	null
288	65532	Brucea javanica	NCBI:txid210348	fruit	BTO:0000486	null	null	DOI	10.1016/S1383-5769(99)00023-9	null
289	65533	Brucea sumatrana	IPNI:813620-1	null	null	null	null	Article	DUOC HOC, 1979,4,15	null
290	65533	Brucea javanica	NCBI:txid210348	fruit	BTO:0000486	null	null	DOI	10.1016/S1383-5769(99)00023-9	null
291	65534	Brunfelsia grandiflora	NCBI:txid1035550	leaf	BTO:0000713	null	null	PubMed Id	18175984	null
292	65535	Haplophyllum tuberculatum	NCBI:txid452784	null	null	null	null	DOI	10.1016/S0031-9422(00)82500-5	null
293	65535	Euodia roxburghiana	IPNI:773124-1	null	null	null	null	PubMed Id	8778237	null
294	65536	Euodia roxburghiana	IPNI:773124-1	null	null	null	null	PubMed Id	8778237	null
295	65536	Haplophyllum tuberculatum	NCBI:txid452784	null	null	null	null	DOI	10.1016/S0031-9422(00)82500-5	null
296	65537	Geotrichum	NCBI:txid43987	null	null	null	null	PubMed Id	12762815	Endophytic fungus of Crassocephalum crepidioides
297	65538	Centella asiatica	NCBI:txid48106	aerial part	BTO:0001658	null	null	PubMed Id	17520525	null
298	65539	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
299	65540	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
300	65541	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
301	65542	Caesalpinia bonducella	IPNI:117113-3	seed	BTO:0001226	null	null	DOI	10.1016/S0040-4039(01)89961-5	null
302	65542	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
303	65543	Caesalpinia bonducella	IPNI:117113-3	seed	BTO:0001226	null	null	DOI	10.1016/S0040-4039(01)89961-5	null
304	65543	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
305	65544	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
306	65545	Caesalpinia crista	NCBI:txid857495	seed kernel	BTO:0000668	null	null	PubMed Id	15921414	null
307	65546	Gliocladium virens	NCBI:txid29875	null	null	IFO 9166	null	PubMed Id	2292685	null
308	65547	Hippophae rhamnoides	NCBI:txid193516	branch	BTO:0000148	null	null	PubMed Id	17202693	Previous component: branch bark;
309	65548	Parthenocissus tricuspidata	NCBI:txid345127	leaf	BTO:0000713	null	null	PubMed Id	15089035	null
310	65549	Bruguiera parviflora	NCBI:txid106618	fruit	BTO:0000486	null	null	PubMed Id	15635238	null
311	65550	Putoria calabrica	NCBI:txid35915	aerial part	BTO:0001658	null	null	PubMed Id	11473436	null
312	65551	Putoria calabrica	NCBI:txid35915	aerial part	BTO:0001658	null	null	PubMed Id	11473436	null
313	65552	Calophyllum brasiliense	IPNI:427115-1	leaf	BTO:0000713	null	null	PubMed Id	15340243	null
314	65552	Calophyllum lanigerum var. austrocoriaceum	IPNI:876292-1	twig	BTO:0001411	null	null	PubMed Id	9784162	null
315	65552	Calophyllum lanigerum var. austrocoriaceum	IPNI:876292-1	fruit	BTO:0000486	null	null	PubMed Id	9784162	null
316	65553	Calophyllum teysmannii var. inophylloide	IPNI:876299-1	latex	BTO:0000710	null	null	PubMed Id	9784162	null
317	65553	Calophyllum brasiliense	IPNI:427115-1	leaf	BTO:0000713	null	null	PubMed Id	15340243	null
318	65554	Calophyllum teysmannii var. inophylloide	IPNI:876299-1	stem	BTO:0001300	null	null	PubMed Id	8792623	Previous component: stem bark;
319	65554	Calophyllum lanigerum var. austrocoriaceum	IPNI:876292-1	stem	BTO:0001300	null	null	PubMed Id	8792623	Previous component: stem bark;
320	65555	Calophyllum teysmannii var. inophylloide	IPNI:876299-1	stem	BTO:0001300	null	null	PubMed Id	8792623	Previous component: stem bark;
321	65555	Calophyllum lanigerum var. austrocoriaceum	IPNI:876292-1	stem	BTO:0001300	null	null	PubMed Id	8792623	Previous component: stem bark;
322	65556	Callipelta	WORMS:171128	null	null	null	null	DOI	10.1021/ja954287p	null
323	65557	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
324	65558	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
325	65559	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
326	65560	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
327	65561	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
328	65562	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
329	65563	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
330	65564	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
331	65565	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
332	65566	Callophycus serratus	NCBI:txid632897	null	null	null	null	PubMed Id	17715978	null
333	65567	Callyspongia truncata	WORMS:184415	null	null	null	null	PubMed Id	12713420	null
334	65568	Calotropis gigantea	NCBI:txid4066	root	BTO:0001188	null	null	PubMed Id	19052526	null
335	17793	Andira inermis	NCBI:txid53825	leaf	BTO:0000713	null	null	PubMed Id	11025148	null
336	17793	Astragalus membranaceus	NCBI:txid649199	root	BTO:0001188	null	null	PubMed Id	17253088	null
337	17793	Bowdichia nitida	IPNI:482138-1	null	null	null	null	Article	LIEBIGS ANN CHEM,1974,1295	null
338	17793	Psorothamnus arborescens	NCBI:txid248527	root	BTO:0001188	null	null	PubMed Id	16441066	null
339	17793	Sophora secundiflora	NCBI:txid48122	null	null	null	null	DOI	10.1016/S0040-4039(00)78784-3	null
340	17793	Myroxylon peruiferum	IPNI:509454-1	null	null	null	null	DOI	10.1016/0031-9422(79)80020-5	null
341	17793	Milletia laurentii	IPNI:507419-1	heartwood	PO:0004512	null	null	DOI	10.1016/S0031-9422(99)00043-6	null
342	17793	Myroxylon balsamum	NCBI:txid53906	null	null	null	null	DOI	10.1016/S0031-9422(00)89391-7	null
343	17793	Cyclolobium claussenii	IPNI:489268-1	null	null	null	null	DOI	10.1016/0031-9422(75)80372-4	null
344	17793	Bowdichia virgilioides	IPNI:482144-1	xylem	BTO:0001468	null	null	PubMed Id	16286304	Previous component: wood;
345	17793	Trifolium pratense	NCBI:txid57577	null	null	null	null	DOI	10.1016/S0031-9422(00)94679-X	null
346	17793	Machaerium mucronulatum	IPNI:505522-1	null	null	null	null	DOI	10.1016/S0031-9422(00)94598-9	null
347	65569	Camellia japonica	NCBI:txid4443	leaf	BTO:0000713	null	null	PubMed Id	16926516	Fresh leaves
348	65570	Caminus sphaeroconia	WORMS:170055	null	null	null	null	PubMed Id	12423093	null
349	65571	Sesquicillium candelabrum	NCBI:txid180436	null	null	null	null	PubMed Id	11430046	null
350	65572	Sesquicillium candelabrum	NCBI:txid180436	null	null	null	null	PubMed Id	11430046	null
351	65573	Sesquicillium candelabrum	NCBI:txid180436	null	null	null	null	PubMed Id	11430046	null
352	65574	Lysimachia capillipes	NCBI:txid306310	whole plant	BTO:0001461	null	null	PubMed Id	16595968	null
353	65575	Sinularia capillosa	WORMS:288499	null	null	null	null	PubMed Id	11087604	null
354	65575	Sinularia microclavata	WORMS:288550	null	null	null	null	PubMed Id	16038555	null
355	65576	Carpesium divaricatum	NCBI:txid313927	aerial part	BTO:0001658	null	null	PubMed Id	9392887	null
356	65577	Carpesium divaricatum	NCBI:txid313927	aerial part	BTO:0001658	null	null	PubMed Id	9392887	null
357	65578	Carpesium divaricatum	NCBI:txid313927	aerial part	BTO:0001658	null	null	PubMed Id	9392887	null
358	65579	Carpesium divaricatum	NCBI:txid313927	aerial part	BTO:0001658	null	null	PubMed Id	9392887	null
359	65580	Pseudopterogorgia elisabethae	NCBI:txid204377	null	null	null	null	PubMed Id	17715964	null
360	65581	Pseudopterogorgia elisabethae	NCBI:txid204377	null	null	null	null	PubMed Id	17715964	null
361	65582	Lyngbya majuscula	NCBI:txid158786	null	null	null	null	PubMed Id	17441769	Panamanian strain of the marine cyanobacterium
362	65582	Lyngbya majuscula	NCBI:txid158786	null	null	null	null	PubMed Id	9584405	Caribbean variety of Marine cyanobacterium
363	65583	Lyngbya majuscula	NCBI:txid158786	null	null	null	null	PubMed Id	17441769	Panamanian strain of the marine cyanobacterium
364	65584	Lyngbya majuscula	NCBI:txid158786	null	null	null	null	PubMed Id	17441769	Panamanian strain of the marine cyanobacterium
365	65585	Rosmarinus officinalis	NCBI:txid39367	leaf	BTO:0000713	null	null	PubMed Id	8229021	null
366	65586	Casearia membranacea	IPNI:779616-1	leaf	BTO:0000713	null	null	PubMed Id	14709876	null
367	65586	Casearia membranacea	IPNI:779616-1	twig	BTO:0001411	null	null	PubMed Id	14709876	null
368	65587	Casearia membranacea	IPNI:779616-1	twig	BTO:0001411	null	null	PubMed Id	14709876	null
369	65587	Casearia membranacea	IPNI:779616-1	leaf	BTO:0000713	null	null	PubMed Id	14709876	null
370	65588	Casearia nigrescens	IPNI:779628-1	flower	BTO:0000469	null	null	PubMed Id	17315961	null
371	65588	Casearia nigrescens	IPNI:779628-1	leaf	BTO:0000713	null	null	PubMed Id	17315961	null
372	65589	Casearia nigrescens	IPNI:779628-1	leaf	BTO:0000713	null	null	PubMed Id	17315961	null
373	65589	Casearia nigrescens	IPNI:779628-1	flower	BTO:0000469	null	null	PubMed Id	17315961	null
374	65590	Casearia nigrescens	IPNI:779628-1	leaf	BTO:0000713	null	null	PubMed Id	17315961	null
375	65590	Casearia nigrescens	IPNI:779628-1	flower	BTO:0000469	null	null	PubMed Id	17315961	null
376	65591	Casearia nigrescens	IPNI:779628-1	flower	BTO:0000469	null	null	PubMed Id	17315961	null
377	65591	Casearia nigrescens	IPNI:779628-1	leaf	BTO:0000713	null	null	PubMed Id	17315961	null
378	65592	Casearia grewiifolia	IPNI:779573-1	bark	BTO:0001301	null	null	PubMed Id	15730240	null
379	65593	Casearia grewiifolia	IPNI:779573-1	bark	BTO:0001301	null	null	PubMed Id	15730240	null
380	65594	Casearia grewiifolia	IPNI:779573-1	bark	BTO:0001301	null	null	PubMed Id	15730240	null
381	65595	Casearia grewiifolia	IPNI:779573-1	bark	BTO:0001301	null	null	PubMed Id	15730240	null
382	65596	Senna siamea	NCBI:txid346999	leaf	BTO:0000713	null	null	PubMed Id	17685627	null
383	65597	Senna siamea	NCBI:txid346999	leaf	BTO:0000713	null	null	PubMed Id	17685627	null
384	65598	Cassia obtusifolia	NCBI:txid346985	seed	BTO:0001226	null	null	PubMed Id	9810700	null
385	27860	Castanospermum australe	NCBI:txid24962	null	null	null	null	DOI	10.1016/0031-9422(81)85181-3	null
386	65599	Penicillium citrinum	NCBI:txid5077	null	null	null	null	PubMed Id	7766039	null
387	65600	Penicillium citrinum	NCBI:txid5077	null	null	null	null	PubMed Id	7766039	null
388	65601	Trichilia catigua	IPNI:579374-1	bark	BTO:0001301	null	null	PubMed Id	18020420	null
389	65602	Trichilia catigua	IPNI:579374-1	bark	BTO:0001301	null	null	PubMed Id	18020420	null
390	65603	Cynanchum auriculatum	NCBI:txid157409	root	BTO:0001188	null	null	PubMed Id	18401845	null
391	65604	Caulophyllum robustum	NCBI:txid48401	null	null	null	null	PubMed Id	19407969	null
392	65605	Celastrus hindsii	NCBI:txid489979	stem	BTO:0001300	null	null	DOI	10.1016/S0031-9422(96)00719-4	null
393	63959	Tripterygium wilfordii	NCBI:txid458696	root	BTO:0001188	null	null	DOI	10.1186/1471-2202-6-1	Previous component: root bark;
394	63959	Celastrus paniculatus	NCBI:txid994668	root	BTO:0001188	null	null	DOI	10.1016/0031-9422(90)80182-G	Previous component: root outer bark;
395	63959	Celastrus hypoleucus	NCBI:txid489980	root	BTO:0001188	null	null	PubMed Id	15593077	null
396	63959	Celastrus orbiculatus	NCBI:txid85181	root	BTO:0001188	null	null	PubMed Id	11809076	null
397	65606	Cratoxylum celebicum	IPNI:433052-1	null	null	null	null	DOI	10.1016/S0040-4020(01)98552-7	null
398	65606	Cratoxylum cochinchinense	NCBI:txid271749	root	BTO:0001188	null	null	PubMed Id	16651783	null
399	65607	Cratoxylum cochinchinense	NCBI:txid271749	root	BTO:0001188	null	null	PubMed Id	16651783	null
400	65608	Pseudoceratina	NCBI:txid283601	null	null	null	null	PubMed Id	14627391	null
401	65609	Pseudoceratina	NCBI:txid283601	null	null	null	null	PubMed Id	14627391	null
402	65610	Chaetomium	NCBI:txid5149	null	null	IFB-E015	null	PubMed Id	17134253	Endophytic fungus on the leaves of Adenophora axilliflora
403	65611	Chaetomium	NCBI:txid5149	null	null	null	null	PubMed Id	18683985	null
404	65612	Chaetomium	NCBI:txid5149	null	null	null	null	PubMed Id	18683985	null
405	65613	Chaetomium	NCBI:txid5149	null	null	null	null	PubMed Id	18683985	null
406	65614	Stellera chamaejasme	NCBI:txid142738	root	BTO:0001188	null	null	PubMed Id	15997133	null
407	65615	Stellera chamaejasme	NCBI:txid142738	root	BTO:0001188	null	null	PubMed Id	15997133	null
408	65616	Nocardia mediterranei Subsp kanglensis	NCBI:txid454030	null	null	null	null	DOI	10.1038/ja.2007.25	null
409	65617	Celastrus angulatus	NCBI:txid489977	seed	BTO:0001226	null	null	DOI	10.1016/S0031-9422(99)00216-2	null
410	65618	Streptomyces sp.	NCBI:txid1931	null	null	WK-3419	null	PubMed Id	9066768	null
411	65619	Streptomyces sp.	NCBI:txid1931	null	null	null	null	PubMed Id	9066767	null
412	65620	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
413	65621	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
414	65621	Galtonia candicans	NCBI:txid81751	bulb	BTO:0000159	null	null	PubMed Id	11515577	null
415	65622	Galtonia candicans	NCBI:txid81751	bulb	BTO:0000159	null	null	PubMed Id	11515577	null
416	65622	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
417	65623	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
418	65624	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
419	65625	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
420	65626	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
421	65627	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
422	65628	Galtonia candicans	NCBI:txid81751	bulb	BTO:0000159	null	null	PubMed Id	11515577	null
423	65628	Ornithogalum thyrsoides	NCBI:txid484172	bulb	BTO:0000159	null	null	PubMed Id	12398536	null
424	65629	Ornithogalum saundersiae	NCBI:txid484171	bulb	BTO:0000159	null	null	DOI	10.1016/S0960-894X(97)00071-1	null
425	65629	Galtonia candicans	NCBI:txid81751	bulb	BTO:0000159	null	null	PubMed Id	11515577	null
426	65630	Aaptos ciliata	WORMS:170732	null	null	null	null	PubMed Id	18257536	null
427	65631	Aaptos ciliata	WORMS:170732	null	null	null	null	PubMed Id	18257536	null
428	65632	Cimicifuga foetida	NCBI:txid64032	aerial part	BTO:0001658	null	null	PubMed Id	19280146	null
429	65633	Cimicifuga foetida	NCBI:txid64032	aerial part	BTO:0001658	null	null	PubMed Id	19280146	null
430	65634	Aspergillus ochraceus	NCBI:txid40380	null	null	null	null	PubMed Id	16156520	null
431	65635	Fungi	null	null	null	MF6339	null	PubMed Id	14748587	Sterile mycelium
432	65636	Fungi	null	null	null	MF6339	null	PubMed Id	14748587	Sterile mycelium
433	65637	Morinda citrifolia	NCBI:txid43522	leaf	BTO:0000713	null	null	PubMed Id	11348221	null
434	65638	Chloranthus japonicus	NCBI:txid13007	whole plant	BTO:0001461	null	null	PubMed Id	18451544	null
435	65639	Streptomyces uncialis	NCBI:txid1048205	null	null	null	null	PubMed Id	18646774	null
436	65640	Clathria	NCBI:txid81539	null	null	null	null	PubMed Id	11720531	MeOH-EtOAc extract
437	65641	Cleistanthus collinus	NCBI:txid1357584	aerial part	BTO:0001658	null	null	PubMed Id	14600376	null
438	65642	Rhododendron collettianum	IPNI:332217-1	aerial part	BTO:0001658	null	null	PubMed Id	15577244	null
439	65643	Streptomyces hygroscopicus	NCBI:txid1912	null	null	TP A0623	null	PubMed Id	14563159	syn/anti relative stereochemistry
440	65643	Streptomyces mediocidicus	NCBI:txid58352	null	null	ATCC23936	null	PubMed Id	17315962	syn/anti relative stereochemistry
441	65644	Cliona nigricans	NCBI:txid395611	null	null	null	null	PubMed Id	15128254	null
442	65645	Cliona nigricans	NCBI:txid395611	null	null	null	null	PubMed Id	15128254	null
443	65646	Cratoxylum cochinchinense	NCBI:txid271749	root	BTO:0001188	null	null	PubMed Id	16310231	null
444	65647	Cratoxylum cochinchinense	NCBI:txid271749	root	BTO:0001188	null	null	PubMed Id	16310231	null
445	65648	Cratoxylum cochinchinense	NCBI:txid271749	root	BTO:0001188	null	null	PubMed Id	16310231	null
446	65649	Ganoderma colossum	NCBI:txid36070	null	null	null	null	PubMed Id	18547117	null
447	65650	Ganoderma colossum	NCBI:txid36070	null	null	null	null	PubMed Id	18547117	null
448	65651	Ganoderma colossum	NCBI:txid36070	null	null	null	null	PubMed Id	18547117	null
449	65652	Colpomenia sinuosa	NCBI:txid87236	null	null	null	null	DOI	10.1021/np50097a033	null
450	65653	caragana conferta	NCBI:txid626677	whole plant	BTO:0001461	null	null	PubMed Id	19336940	null
451	65654	caragana conferta	NCBI:txid626677	whole plant	BTO:0001461	null	null	PubMed Id	19336940	null
452	65655	Streptomyces sp.	NCBI:txid1931	null	null	null	null	PubMed Id	11473415	null
