peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M234T178_POS,234.13316722275957,234.13301398521105,234.13365071633817,178.17385864257812,176.93040466308594,179.65318298339844,11,11,NA,1238121.2700062506,NA,5251196.294431211,3726561.3448402835,5950247.810319707,5451299.998567843,2015685.4668464991,1134440.1113349178,2356561.3496514647,6746126.347094481,1838466.9509299374,NA,3221071.7652109857
M234T513_POS,234.16106504400415,234.16076137940723,234.1618432034395,512.8612060546875,512.126708984375,514.29730224609375,10,10,NA,NA,290254.35049746814,174411.49667019746,NA,174538.88810414012,405494.5650860333,123853.46482447723,90489.39826660069,74739.18135937573,NA,373699.500790771,314680.59575080744,268017.9052097017
M234T464_POS,234.1878486827345,234.18220569265188,234.19327150322587,464.3385009765625,458.9705505371094,469.141,8,7,NA,NA,188656.9433505855,161679.92041073175,150056.76592708295,NA,396873.0148779289,59320.52960069469,NA,NA,9813168.103229266,568793.7919540976,NA,NA
M235T273_POS,234.5866357233013,234.58205791990136,234.59583023969583,273.04241943359375,263.0975341796875,273.9075927734375,8,7,NA,NA,NA,177258.30824013148,NA,NA,227614.6789160166,NA,1019324.8234444764,360168.54411914095,NA,1297728.6031123563,1222817.5465934845,904110.9598805174
M235T868_POS,234.98490706214915,234.98442100880308,234.98939877031495,867.91546630859375,860.47503662109375,880.02783203125,17,12,7049393.15066349,NA,14541140.38799997,12885966.080523929,12423779.956801234,28101134.48783872,49015641.58384862,43112597.008684546,NA,9109520.24042846,9884952.189199952,19896582.63174075,12432431.974428987,33535185.869648367
M235T895_POS,234.9875378843525,234.98462744982456,234.98952688173566,894.8008728027344,883.1396484375,906.7801513671875,18,12,9910062.33681592,NA,9401587.903110059,4921712.38358019,5665514.438569142,3417648.2122880006,14741673.757137978,13011623.469629413,NA,11934663.836944494,9345073.476973806,12752627.014999976,11897849.600902058,12389433.155024907
M235T974_POS,234.98535590905058,234.98461073653925,234.98958372911716,973.57861328125,966.56158447265625,980.55645751953125,12,10,9341768.952320522,NA,28093034.4335155,3165389.178537756,22746214.65467914,1302437.0624207659,NA,38105753.314621605,NA,NA,17623569.33264711,29714752.17658811,19461548.022478253,31309346.80253082
M235T943_POS,234.9854534196705,234.98460570776177,234.98957019562854,942.89129638671875,932.3037109375,950.0556640625,13,11,8323830.200446404,NA,6541511.928316992,3461338.193094223,3322544.8882969124,19640749.64497916,NA,19846994.77932904,NA,14628389.359088553,11873974.4367444,22540568.65075425,16906115.755481236,7672093.267271945
M235T995_POS,234.98562536669462,234.98465260203622,234.98957982433961,994.60211181640625,986.48583984375,1002.38330078125,13,11,11736198.111211589,NA,14280296.971144006,1549808.465989583,2184019.347266198,1244459.9730018415,21484093.93580357,11288918.577291595,NA,30894158.835553035,NA,30883184.642952472,7966922.537499846,11518778.037086638
M235T848_POS,234.9894998104812,234.98932722978827,234.98994314776874,848.207763671875,845.29913330078125,849.8267822265625,9,9,28343957.08186935,36563226.65003653,74749492.20793705,57696521.049154334,52618784.61293988,33197205.892767843,NA,NA,31587426.196394194,36350617.168800354,NA,NA,11490766.599772768,NA
M235T959_POS,234.9853827806586,234.9846144932848,234.98960867565782,959.066650390625,951.92608642578125,963.139892578125,9,8,14101307.063390667,NA,15664251.430823969,5041199.358809657,4174395.8596301046,4226007.834303386,NA,NA,NA,10449602.19417612,20533778.557003174,NA,12373788.765000002,NA
M235T1011_POS,234.98952411534822,234.9850097285124,234.98959269310822,1011.4111022949219,1005.97119140625,1021.3900219726563,10,8,9647581.184318177,NA,5215797.778611108,2111352.16856969,2715122.308021535,1789795.8759635477,NA,NA,NA,19030986.351000026,37812253.69750003,NA,9931245.706413131,NA
M235T920_POS,234.98565652484137,234.98453163826647,234.98956256302228,920.159912109375,910.51544189453125,929.8199462890625,14,9,19595106.52611939,NA,8276309.86250006,3314381.45193751,5374592.490858346,20819365.285657052,NA,32743341.365312524,NA,NA,15607006.536800131,19367088.622977633,NA,35754733.45336766
M235T828_POS,235.01823140303833,235.01810720672347,235.01889209024284,827.6391296386719,826.661865234375,830.831787109375,12,12,NA,3480725.5757601312,13580365.094183756,11823695.621345732,10705184.934038166,11407222.202841656,11561739.376495466,10657828.876670428,10507237.730377205,8550305.333414033,11218104.94979226,3807704.6986133796,7923108.0456684595,NA
M235T178_1_POS,235.0273958281935,235.02714070382598,235.02770752357324,178.33775329589844,168.8365020751953,183.22708129882812,12,10,624771.5123640626,1426079.4058503078,NA,1324355.4064881757,NA,NA,619175.1615646551,1636324.0030131713,545575.6104225952,1533461.6435219408,NA,2358425.9543837514,1421529.7789677093,1271699.1144689405
M235T34_POS,235.0919668771694,235.09172138115386,235.09238052761157,33.74604415893555,33.11601638793945,41.85267639160156,16,14,2100634684.2958233,1422631696.9844747,4328643112.741303,4466563680.970105,1461438919.2143,2256326688.6004796,2519519711.4693584,4867874343.563422,1251661999.2101684,8398503095.973552,2835655516.5806346,2810030632.378776,5779050371.38572,1513547990.0937421
M235T52_POS,235.09210377861092,235.09180044539195,235.0923653338187,52.39260482788086,51.40699768066406,55.467552185058594,10,10,867995322.3380647,1016983370.4340004,NA,474720778.1947898,240345273.4773851,418518518.42439467,NA,NA,348437917.6907152,NA,435884906.8383251,2570649264.532173,1715167739.2042627,2955674752.23772
M235T453_POS,235.12979527372275,235.12962773198214,235.13022764265136,452.51077246093746,451.7060546875,453.8809509277344,8,8,NA,NA,NA,NA,6394503.1492591705,3894243.9938201695,4341415.093008845,NA,3235755.683589843,NA,7320266.201248733,8865040.56718655,6318488.091843757,2973147.9812571635
M235T178_2_POS,235.13641478208953,235.13638049713128,235.13676561741318,178.1772003173828,176.857421875,180.57318115234375,7,7,NA,NA,NA,385170.3199348951,205116.2557294927,482539.2757068452,360981.145595367,NA,NA,85091.6472846682,457811.40397693426,NA,NA,195700.31489924234
M235T525_POS,235.16886382557496,235.16852369808748,235.16922538795663,524.58935546875,523.33642578125,525.8487548828125,14,14,5088869.2180512175,7534665.63312349,7736078.923615029,9231934.102243312,11313250.100736944,11679100.836297784,11178444.725288434,11768599.16968191,8870520.564011728,11987605.238413371,10628964.035717633,27316089.796804514,41525658.019045524,27929194.537804715
M235T422_POS,235.16890816592039,235.16879304462756,235.1691001507454,422.40771484375,421.8135070800781,422.4305419921875,7,7,NA,NA,3582322.3273124956,5655263.257125018,1807914.401869414,3721672.2620374155,4221405.031145544,NA,2819749.8050289294,3036328.3713800623,NA,NA,NA,NA
M235T568_POS,235.20507708979693,235.2050152718886,235.20559099059463,568.2296142578125,566.99639892578125,568.89715576171875,8,8,NA,NA,2576079.787555929,2356118.1510150884,3083034.239050856,2706768.5818158053,NA,2530306.4227426015,2638861.632230828,2196815.534482827,NA,2648387.665253789,NA,NA
M236T865_POS,235.98583809215324,235.98546861300787,235.99743979106043,864.96881103515625,856.13641357421875,872.89410400390625,10,9,6006702.045490523,NA,12980635.281731648,10472172.206021741,NA,11107296.702723688,7820644.23277606,3041899.975384588,5105396.116716329,NA,4101372.839639061,NA,NA,4063915.5362635814
M236T925_POS,235.99165444138464,235.9854089052837,235.99736125211098,924.72406005859375,910.203369140625,938.867431640625,12,8,1541393.8560411935,NA,3284460.273600955,3979960.44146406,NA,4048474.503843763,2643991.595863612,10074202.830978028,4937486.259226067,NA,3060372.5904675173,NA,NA,NA
M236T840_POS,236.0173613415354,236.01721129004318,236.0228490483205,839.74,830.831787109375,841.4256591796875,13,13,7732536.258468561,7305066.402468745,36285471.345327,49180129.444568604,43385936.12530311,26501042.20281894,24923894.718116112,36146121.45940334,28960205.049790323,20234535.21771989,29373031.748296116,291669.8444438705,11161301.92881247,NA
M236T128_POS,236.02267058109217,236.02243593203374,236.0230207549015,127.83779974365234,114.88976287841797,133.93939208984375,14,11,29963229.93474295,NA,1508578.5569089495,3067960.6752632237,NA,1066557.029524142,3801411.6008812687,1935744.8098190126,3812411.255098285,NA,5211543.302564906,6470709.049959636,2251967.8473380012,773860.8230883618
M236T276_1_POS,236.05484788731383,236.05464230502082,236.05515382128374,276.31048583984375,275.5436706542969,278.027587890625,8,8,NA,319660.6953375004,96552.8718006316,486685.3044519766,352623.82502050826,254193.53741308552,NA,345275.05079474545,NA,NA,375724.8271946952,NA,176133.53923023836,NA
M236T371_POS,236.0710548750526,236.07087604103916,236.07326761775792,371.4012145996094,370.7871398925781,379.4137268066406,15,13,178302.5591799328,NA,1157414.9726093751,1577773.50378166,1169923.124204682,1257886.4418450017,1436732.5242510175,2066235.2293712308,1584067.3076524495,1496765.6100541095,1347954.8034994279,1791743.5329768306,1102058.194895088,3645859.7519581434
M236T34_POS,236.0951201912385,236.09492858478592,236.09556619600113,33.73476791381836,33.11601638793945,40.707069396972656,15,14,225753677.83440006,62104676.999324046,367092658.4876217,386516552.7055263,134517401.37496915,195848143.3491027,175644154.9632519,407941668.7651796,106128215.53915119,715951569.533581,247312768.50493795,217962260.14066347,503377123.97186494,132173483.16463538
M236T276_2_POS,236.09129543961282,236.09113409238273,236.09160466250825,276.16119384765625,274.83306884765625,279.5713195800781,14,14,7373794.526965084,4959443.853234723,2278954.8941365522,8545646.734099632,6163298.954417128,3427612.5457916786,1716598.3500313817,4158066.058004076,2864280.80338246,1481862.5688846945,7394175.565242399,903266.1966162982,3069133.1783035775,1771441.6338672484
M236T181_POS,236.0911182096461,236.09103122763662,236.0914560585685,180.81633331298826,177.80224609375,183.0231475830078,10,10,NA,NA,NA,1144697.6004653696,1478958.1859630656,1633726.9947956735,1760821.0365192066,782548.6164085481,905297.9534756229,601777.4905195984,2766074.9711683253,NA,1602888.3521977786,1064416.081061198
M236T642_POS,236.08895360866734,236.0886895236669,236.0893545446641,642.0976257324219,640.17864990234375,644.0784912109375,10,10,184106.99138997396,1062164.1898796167,NA,445200.8266814171,426004.2260248731,NA,849908.1310128564,1475166.3642197168,151882.36903125184,1428464.9545114369,NA,1075363.9918976175,227634.7180819291,NA
M236T52_POS,236.0952937343871,236.09504064591542,236.0955579272316,52.32598114013672,51.107879638671875,55.78117752075195,8,8,74851130.9968034,58153767.042624325,NA,33280301.606453534,NA,24408780.212953325,29382549.34712439,NA,NA,NA,29765785.158185057,210259139.26901203,NA,245561822.89660487
M236T408_POS,236.1407479814755,236.1405365688055,236.14113786899836,408.0970153808594,406.8693542480469,408.4310302734375,11,11,NA,NA,58605.74384375056,126774.68707291792,325426.96367998066,244712.31436925646,365934.04059611156,137851.69118666305,363259.97162867687,NA,108042.53365764437,1470336.8743243983,2762070.1449711625,2079363.0851635274
M236T427_POS,236.16172595855647,236.16143098292488,236.1620836022547,427.40455627441406,426.7877502441406,428.0285339355469,14,14,1418840.6638870244,1431779.5416207772,1039251.4081228944,2285111.061440686,1120982.816550778,1711728.2958046854,1915768.9428950618,1027759.5722777302,707818.5216583511,858286.7903950759,670597.4106474031,4665886.65494971,2248649.7529430194,3469145.0803126246
M236T525_POS,236.1720513280024,236.17181422754965,236.17248970673916,524.5769262695312,523.33642578125,525.51190185546875,12,12,NA,NA,1098438.2243723928,1194563.667606177,1484567.415102766,1546422.8155914077,1224027.4938571467,1631864.160708845,1268602.3182928264,1293567.8914380954,1360178.9975727485,4148902.953059138,6193293.613802664,4036601.6810988244
M236T490_POS,236.22146974180123,236.2213105072997,236.22191771667335,489.6688232421875,488.9770202636719,490.2895812988281,10,10,NA,NA,617688.6484570305,549338.9932246086,604545.6563173832,504495.8882349875,200748.76636853043,205988.55128759812,223875.17337848767,230195.22813694735,295275.36049023445,154934.01592757017,NA,NA
M236T387_POS,236.2214151940127,236.22126887412483,236.22174417318905,386.9447021484375,386.0379638671875,387.87786865234375,10,10,NA,NA,1275743.5173581282,889225.9319882864,1045680.4503479898,739364.6489158383,129853.31384231098,148598.5977853716,NA,93211.95902749391,236688.67000121908,134382.90434215165,NA,1567203.2836573024
M236T504_POS,236.23687199090966,236.2367809844398,236.23730861552514,503.8567657470703,503.0756530761719,509.00030517578125,12,12,894865.3522067389,1005439.933485983,1335675.9715534665,1577609.6630498602,1738915.8645909077,843998.9239923678,921083.4831315081,981532.4875942889,1023768.744203727,588842.5431426668,900105.4216216158,NA,NA,650849.8785673829
M237T821_POS,237.06379371807114,237.06355921832235,237.06423418012926,821.4306640625,820.33526611328125,823.4136962890625,13,13,948619.3399157713,NA,9536840.072797243,9801230.496106392,10760304.956682524,9792792.298744194,8345019.377354136,8098137.703449771,8449243.88052558,9645401.065782411,9637680.856694993,13890397.615661409,9313436.295028353,9594263.655991022
M237T425_POS,237.07889756768404,237.07478112555688,237.07937007531802,425.23138427734375,410.6168518066406,430.2087097167969,17,14,3001220.7419787864,4617592.7139274115,11198569.90481369,10411555.79414906,8189530.768541449,4276073.346756705,8929402.203087939,7326871.5280754045,7485696.14612938,5235870.271025638,9541537.391746894,5763466.720108669,5240482.999011492,4673847.992478515
M237T587_POS,237.07890887955696,237.07871131660295,237.0795284623133,586.7796936035156,586.17010498046875,588.22113037109375,12,12,NA,1027621.3845426114,997108.7034306072,1184886.9103754172,1335864.3805434713,1247698.6280111445,1063971.250249463,1488104.393075923,1792610.7996874982,1360698.4590434956,991436.2299913178,929837.6282851018,NA,1023840.2956137339
M237T513_POS,237.07907704072878,237.07888447754235,237.07949627700543,513.05816650390625,512.74932861328125,514.80413818359375,11,11,NA,NA,1110162.312006839,1163446.4507627895,869232.7376062998,826725.3062297549,874125.0620724154,1110264.282208226,840597.8610262249,889696.0167732367,NA,610520.349844019,649076.0325920932,421828.2015310234
M237T627_POS,237.07885846903918,237.07869089531326,237.07943903734457,627.47515869140625,626.60137939453125,629.4097900390625,11,11,NA,924299.9899707026,1037501.3581551381,1352866.665504114,2521099.5454190136,1430175.0184294134,1744266.4004677187,NA,2666054.179614574,2172841.6275910255,996002.9903385413,1833696.244061374,2311436.9862773633,NA
M237T34_POS,237.0957932221532,237.08633135279413,237.09622695600868,33.788108825683594,32.85947036743164,45.940887451171875,15,13,24207134.94364816,28675657.879943915,44039491.25504079,48342845.12881523,15764940.936682817,24726343.497613437,21920308.825680554,47410575.33107781,26361890.55969145,72143098.66909519,NA,26443648.244819686,45460536.28760002,17207895.710477084
M237T369_POS,237.1092168383833,237.10905117321795,237.1096063375912,368.9142761230469,368.2986145019531,372.3307800292969,14,14,7921195.448762718,20484560.777252458,4373349.874781272,14672681.4345703,11328665.365021214,6357946.6360254,12783641.686619792,3786375.848250003,4154242.719062475,5676402.860934273,15559698.413446425,6749637.1483593825,7503386.330365901,10893516.89790764
M237T320_POS,237.1091344623917,237.10900666590072,237.10962297624909,320.3030090332031,318.777587890625,320.95672607421875,10,10,3612351.55808436,4724640.599243268,3272210.747930727,NA,4860639.699426475,4444777.213007543,3923932.2148913024,3016619.613218763,3162695.8625304843,3060552.6322165816,NA,9122902.298322408,NA,NA
M237T277_POS,237.09491744328898,237.09426383492914,237.10957105953148,277.4018859863281,267.0365905761719,287.9819030761719,15,12,711650.2271872543,374108.4486152366,102006.55981875137,962215.3468639326,636265.6464613888,251073.20534523847,5193116.720088171,295234.5847380649,161698.38368869302,NA,NA,3952020.1581950546,5636375.2733543385,128746.35785757081
M237T420_POS,237.1117176580187,237.1115503737137,237.112229315832,420.259033203125,419.32635498046875,421.4906311035156,14,14,3104342.2406562516,14286702.37930706,9481055.808325358,16913447.75221963,17259435.758438088,16098445.473073503,3544452.3832529313,6460583.893509602,15581079.76866483,22319879.788855616,19235921.602903236,7220337.848078961,26821103.86534226,12393406.719437333
M237T477_POS,237.1456251674836,237.14533468381572,237.14606387869918,477.38145446777344,460.7325744628906,479.72381591796875,20,14,19324381.66653672,41665656.14825709,18508784.249044947,27395035.507193223,36263802.92545457,13483662.813954592,13085412.792168645,16995501.970010225,34844495.36624997,16917899.054886222,24236354.920991518,22279240.691024322,22795584.18896538,23559058.99681161
